zinc_id	smiles	framework	ring	sidechain
ZINC000261495738	CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](CO[P@](=O)(O)O[C@H]1[C@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	C1CCCCC1	C1CCCCC1	CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)CO[P@@](=O)(O)O.O.O.O.O.O
ZINC000257529702	O=c1c(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	c1ccc(cc1)C2=C(Cc3ccccc3O2)O[C@@H]4[C@H](CCCO4)O[C@H]5CCCCO5	c1ccccc1.c1ccc2c(c1)CC=CO2.C1CCOCC1.C1CCOCC1	CO.CO.O.O.O.O.O.O.O.O.O.O
ZINC000013599877	CC[C@H](C)[C@@H](N)C(=O)N1CCC[C@H]1C(=O)O	C1CCNC1	C1CCNC1	CC[C@H](C)[C@H](C=O)N.C(=O)O
ZINC000040439602	CC[C@@H](C)[C@H](N)C(=O)N[C@@H](CS)C(=O)O	None	None	None
ZINC000032501348	COc1cccc(/C=C2\Oc3c(ccc(O)c3CN3COC[C@@H]3C)C2=O)c1OC	c1ccc(cc1)/C=C\2/Cc3cccc(c3O2)CN4CCOC4	c1ccccc1.c1ccc2c(c1)CCO2.C1COCN1	C.CO.CO.O.O
ZINC000062001401	COc1ccc(NC(=O)CC/C(C)=C/Cc2c(O)c3c(c(C)c2OC)COC3=O)cc1	c1ccc(cc1)NCCC/C=C/Cc2ccc3c(c2)COC3	c1ccccc1.c1ccc2c(c1)COC2	C.C.CO.CO.O.O.O
ZINC000257384568	C/C(=C\[C@@H](C)[C@@H]1CC[C@@H]2[C@@]34C=C[C@@]5(C[C@@H](O)CC[C@]5(C)[C@@H]3CC[C@]12C)OO4)[C@H](C)C(C)C	C1CC[C@@]23C=C[C@@]4([C@H]5CCC[C@H]5CC[C@H]4[C@H]2C1)OO3	C1CC[C@@]23C=C[C@@]4([C@H]5CCC[C@H]5CC[C@H]4[C@H]2C1)OO3	C.C.CC/C=C(\C)/[C@H](C)C(C)C.O
ZINC000261497606	COc1cc(/C=C/C(=O)O[C@@H]2[C@@H](O)[C@H](O)[C@H](CO)O[C@H]2OC[C@@H]2O[C@@H](Oc3c(-c4ccc(O)c(OC)c4)oc4cc(O)c(OC)c(O)c4c3=O)[C@H](O[C@@H]3OC[C@](O)(CO)[C@H]3O)[C@@H](O)[C@@H]2O)ccc1O	c1ccc(cc1)/C=C/CO[C@@H]2CCCO[C@H]2OC[C@H]3CC[C@H]([C@@H](O3)OC4=C(Oc5ccccc5C4)c6ccccc6)O[C@H]7CCCO7	c1ccccc1.c1ccccc1.c1ccc2c(c1)CC=CO2.C1CCOCC1.C1CCOCC1.C1CCOC1	CO.CO.CO.CO.CO.O.O.O.O.O.O.O.O.O.O.O.O
ZINC000150374720	CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCC	None	None	None
ZINC000040164967	CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCC	None	None	None
ZINC000001577282	C=CCOC(=O)CCCCCC	None	None	None
ZINC000016343334	CC1=C(/C=C\C2=CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)CC1	C1CCC(=CC1)/C=C\C2=CCC[C@H]3[C@H]2CCC3	C1CCC=CC1.C1C[C@H]2CCC=C[C@@H]2C1	C.C.CCCCCC(C)C.O
ZINC000004073403	CCCNC(=O)c1ccccc1N1C(=O)N2CCc3c([nH]c4ccccc34)[C@@]2(C)C1=O	c1ccc(cc1)N2C[C@@H]3c4c(c5ccccc5[nH]4)CCN3C2	c1ccccc1.c1ccc2c(c1)c3c([nH]2)[C@H]4CNCN4CC3	C.CCCNC=O.O.O
ZINC000085583078	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)CO[P@@](=O)(O)OCCN	None	None	None
ZINC000150366262	CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000150380292	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCC	None	None	None
ZINC000257419016	C=C1CC[C@@H]2[C@H]([C@@H]3[C@@H]1CC[C@]3(C)O)C2(C)C	C1C[C@H]2CCC[C@@H]2[C@@H]3C[C@@H]3C1	C1C[C@H]2CCC[C@@H]2[C@@H]3C[C@@H]3C1	C.C.C.C.O
ZINC000095624802	CCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC	None	None	None
ZINC000257495606	COc1c2cc(c(O[C@@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c1OC)CCCC[C@H](O)CCc1ccc(O)c-2c1	c1cc2cc(c1)-c3ccc(c(c3)CCCCCCC2)O[C@H]4CCCCO4	c1cc2cc(c1)-c3cccc(c3)CCCCCCC2.C1CCOCC1	CO.CO.CO.O.O.O.O.O
ZINC000261496265	CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)CO[P@](=O)(O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O	C1CCCCC1	C1CCCCC1	CCCCCCCCCCCCCCCC(=O)OC[C@@H](OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)CO[P@@](=O)(O)O.O.O.O.O.O
ZINC000015708737	O=C(Nc1ccc(F)cc1F)N[C@H]1C[C@H]2C(=O)NC[C@@H](CCC(=O)N3CCC(O)CC3)N2C1	c1ccc(cc1)NCN[C@H]2C[C@H]3CNC[C@H](N3C2)CCCN4CCCCC4	c1ccccc1.C1CCNCC1.C1C[C@H]2CNCCN2C1	O.O.O.O.F.F
ZINC000004658628	CN(C)N=O	None	None	None
ZINC000150343518	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC	None	None	None
ZINC000050027779	N[C@H](Cc1ccccc1)C(=O)N[C@H](CS)C(=O)O	c1ccccc1	c1ccccc1	C[C@H](C(=O)N[C@H](CS)C(=O)O)N
ZINC000003860972	O=C(O)/C=C(/CC(=O)O)C(=O)O	None	None	None
ZINC000032123882	CC(=O)N([C@@H]1CCOC(C)(C)C1)[C@H](c1ccccc1)c1ccc2c(c1)OCO2	c1ccc(cc1)[C@@H](N[C@H]2CCOCC2)c3cc4c(cc3)OCO4	c1ccccc1.c1ccc2c(c1)OCO2.C1CCOCC1	C.C.CC=O
ZINC000001643527	C[C@H](NC(=O)[C@@H](N)CC(=O)O)NC(=O)N(C)C(C)(C)C	None	None	None
ZINC000012496426	CCCCC[C@@H](O)[C@@H](O)/C=C/[C@@H](O)C/C=C\C/C=C\CCCC(=O)O	None	None	None
ZINC000067912312	COc1cc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc(OC)c1OC	c1ccc(cc1)C2=CCc3ccc(cc3O2)O[C@H]4CCC[C@H](O4)CO[C@H]5CCCCO5	c1ccccc1.c1ccc2c(c1)CC=CO2.C1CCOCC1.C1CCOCC1	C.CO.CO.CO.O.O.O.O.O.O.O.O
ZINC000003977990	CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C	C1CC=C2CC[C@H]3[C@@H]4CCC[C@H]4CC[C@@H]3[C@H]2C1	C1CC=C2CC[C@H]3[C@@H]4CCC[C@H]4CC[C@@H]3[C@H]2C1	C.C.CC(=O)OCC=O.O.O.O.F
ZINC000261497914	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)CO[P@](=O)(O)O[C@@H]1[C@@H](O)[C@H](OP(=O)(O)O)[C@@H](O)[C@@H](O)[C@H]1O	C1CCCCC1	C1CCCCC1	CCCCCCCCCCCCCCCC(=O)OC[C@@H](OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)CO[P@@](=O)(O)O.O.O.O.O.OP(=O)(O)O
ZINC000004521575	C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@@]21C	C1CCC2=CC[C@H]3[C@H]4CCC[C@H]4CC[C@H]3[C@H]2C1	C1CCC2=CC[C@H]3[C@H]4CCC[C@H]4CC[C@H]3[C@H]2C1	C.C.CCCCCC(C)(C)O.O
ZINC000095625323	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC	None	None	None
ZINC000100783263	CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C/CO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O	C1CCO[C@H](C1)OC/C=C/C=C/[C@@H]2CCCC=C2	C1CCOCC1.C1CCC=CC1	C.C.C.C.CO.O.O.O.O.O
ZINC000001709621	N[C@@H](CC(=O)N[C@@H](CC(=O)O)C(=O)O)C(=O)O	None	None	None
ZINC000100778739	CCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@@H](O)C[C@@H](O)CCCCCC[C@@H](O)CCCCCCCC2=C[C@@H](C)OC2=O)O1	C1C[C@@H](OC1)CCCCCCCCCCCCCCCCCC2=CCOC2	C1CCOC1.C1C=CCO1	C.CCCCCCCCCCCO.O.O.O.O
ZINC000002095826	CCc1cc(=O)oc2cc(C)cc(OC(=O)[C@@H](CC)NS(=O)(=O)c3ccc(C)cc3)c12	c1ccc(cc1)[SH4]NCCOc2cccc3c2C=CCO3	c1ccccc1.c1ccc2c(c1)C=CCO2	C.C.CC.CC.O.O.O.O
ZINC000014926923	O=C(/C=C/c1ccccc1)O[C@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O	c1ccc(cc1)/C=C/CO[C@@H]2CCCCO2	c1ccccc1.C1CCOCC1	CO.O.O.O.O
ZINC000100782632	C=C1CC[C@@H]2[C@@H]([C@H]3[C@H]1CC[C@]3(C)[C@H](CC(C)C)c1c(O)c(C=O)c(O)c(C=O)c1O)C2(C)C	c1ccc(cc1)C[C@H]2CC[C@@H]3[C@@H]2[C@H]4C[C@@H]4CCC3	c1ccccc1.C1C[C@@H]2CCC[C@H]2[C@H]3C[C@@H]3C1	C.C.C.C.CC(C)C.C=O.C=O.O.O.O
ZINC000150378394	CCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCCC	None	None	None
ZINC000150378051	CCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC	None	None	None
ZINC000514288946	CCN(CC)C[C@@H]1OC[C@H](NS(=O)(=O)c2cccs2)[C@H]1O	c1cc(sc1)[SH4]N[C@@H]2CCOC2	c1ccsc1.C1CCOC1	CCN(C)CC.O.O.O
ZINC000100781155	C=C1CC[C@H]2C(C)(C)CCC[C@@]2(C)[C@@H]1CC/C(C)=C\C(=O)O	C1C[C@@H]2[C@@H](CCCC2)CC1	C1C[C@@H]2[C@@H](CCCC2)CC1	C.C.C.C.CC/C(=C\C(=O)O)/C
ZINC000257414356	CC(C)/C=C/[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@]4(C)[C@@H]3CC[C@]12C	C1CC=C2CC[C@@H]3[C@H]4CCC[C@H]4CC[C@H]3[C@H]2C1	C1CC=C2CC[C@@H]3[C@H]4CCC[C@H]4CC[C@H]3[C@H]2C1	C.C.CC/C=C/C(C)C.O
ZINC000150362573	CCCC[C@H](C)[C@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@@H](C[C@@H](C)C[C@@H](O)CCCCCC[C@@H](O)[C@@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O	None	None	None
ZINC000012504162	CCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O	C1CCOCC1	C1CCOCC1	CCCCCCO.CO.O.O.O
ZINC000017994680	C[C@@H](O)[C@H](O)c1cnc2c(=O)[nH]c(N)nc2n1	c1cnc2c(n1)CNC=N2	c1cnc2c(n1)CNC=N2	C[C@H](CO)O.N.O
ZINC000150356123	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000008918274	CCc1ccccc1NC(=O)c1ccc(N2C(=O)N3CCc4c([nH]c5ccc(OC)cc45)[C@@]3(C)C2=O)cc1	c1ccc(cc1)NCc2ccc(cc2)N3C[C@@H]4c5c(c6ccccc6[nH]5)CCN4C3	c1ccccc1.c1ccccc1.c1ccc2c(c1)c3c([nH]2)[C@H]4CNCN4CC3	C.CC.CO.O.O.O
ZINC000150361016	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COC(=O)CCCCCCCCCCCCCCCCC	None	None	None
ZINC000257487948	C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@@H](CO)[C@H](O)[C@@H]1O)CO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O	c1nc(c2c(n1)n(cn2)[C@H]3CCCO3)NC/C=C/CO[C@@H]4CCCCO4	c1c2c([nH]cn2)ncn1.C1CCCO1.C1CCOCC1	C.CO.CO.O.O.O.O.O
ZINC000014682802	Cc1c(CCO)c(CO)cc2c1C(=O)C(C)(C)[C@@H]2O	c1ccc2c(c1)CCC2	c1ccc2c(c1)CCC2	C.C.C.CCO.CO.O.O
ZINC000150364127	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000150362776	CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000032840973	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](O)CO	None	None	None
ZINC000001663630	COc1cc(O)c2c(c1)OC[C@]1(Cc3cc(OC)c(OC)cc31)C2=O	c1ccc2c(c1)C[C@@]23Cc4ccccc4OC3	c1ccc2c(c1)C[C@@]23Cc4ccccc4OC3	CO.CO.CO.O.O
ZINC000015209575	C[C@@H]1CCC[C@@]2(C)CC[C@@H](C(C)(C)O)C=C12	C1CCC2=CCCC[C@@H]2C1	C1CCC2=CCCC[C@@H]2C1	C.C.CC(C)O
ZINC000002154563	Cc1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@H]3C(=O)N(CC(C)C)CC(=O)N32)cc1	c1ccc(cc1)[C@@H]2c3c(c4ccccc4[nH]3)C[C@@H]5N2CCNC5	c1ccccc1.c1ccc2c(c1)c3c([nH]2)CN4CCNC[C@@H]4C3	C.CC(C)C.O.O
ZINC000096222855	COc1ccc2[nH]c3c(c2c1)CCC[C@H]3NC(=O)CCc1c(C)c2ccc(OC)c(C)c2oc1=O	c1ccc2c(c1)C=C(CO2)CCCN[C@@H]3CCCc4c3[nH]c5c4cccc5	c1ccc2c(c1)C=CCO2.c1ccc2c(c1)c3c([nH]2)CCCC3	C.C.CO.CO.O.O
ZINC000256497802	C[C@]12C[C@H](c3ccoc3)OC(=O)[C@@H]1C[C@@H]1OC(=O)[C@@H]3C[C@H](O)C[C@H]2[C@@H]13	c1cocc1[C@H]2C[C@@H]3[C@H]4CCC[C@@H]5[C@@H]4[C@H](C[C@H]3CO2)OC5	c1ccoc1.C1C[C@@H]2[C@H]3CCC[C@@H]4[C@@H]3[C@H](C[C@H]2CO1)OC4	C.O.O.O
ZINC000248006544	COC[C@@H]1O[C@H](OC(C)(C)[C@H](O)CC[C@]2(C)C/C(=C3\CC[C@@H]4[C@]3(C)C[C@H](O)[C@@H]3O[C@H](C(C)(C)O[C@@H]5O[C@H](COC)[C@H](O)[C@H](O)[C@@H]5NC(C)=O)CC[C@]34C)CC[C@@H]2O)[C@H](NC(C)=O)[C@H](O)[C@@H]1O	C1CCO[C@@H](C1)OCCCC[C@H]2CCC/C(=C\3/CC[C@@H]4[C@@H]3CC[C@H]5[C@H]4CC[C@H](O5)CO[C@H]6CCCCO6)/C2	C1CCCCC1.C1CCOCC1.C1CCOCC1.C1C[C@H]2CC[C@H]3[C@H]([C@@H]2C1)CCCO3	C.C.C.C.C.C.C.CC(=O)N.CC(=O)N.COC.COC.O.O.O.O.O.O.O
ZINC000100778610	CC(C)[C@H]1CC[C@@H](C)[C@@H]1C	C1CCCC1	C1CCCC1	C.C.CCC
ZINC000685933613	CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC	None	None	None
ZINC000150380846	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000040165557	NC(=O)c1ncn([C@@H]2O[C@@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1/N=C\N[C@H]1O[C@@H](COP(=O)(O)O)[C@@H](O)[C@H]1O	c1c(n(cn1)[C@H]2CCCO2)/N=C\N[C@@H]3CCCO3	c1cnc[nH]1.C1CCCO1.C1CCOC1	COP(=O)(O)O.COP(=O)(O)O.C(=O)N.O.O.O.O
ZINC000257498428	COc1c(O[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)ccc2c1O/C(=C\c1ccc(O)c(O)c1)C2=O	c1ccc(cc1)/C=C\2/Cc3ccc(cc3O2)O[C@H]4CCCCO4	c1ccccc1.c1ccc2c(c1)CCO2.C1CCOCC1	CO.CO.O.O.O.O.O.O
ZINC000085637445	CC1=CC(=O)C[C@H](C)[C@]12CC[C@H]([C@](C)(O)CO)C2	C1C[C@]2(C=CCCC2)CC1	C1C[C@]2(C=CCCC2)CC1	C.C.C[C@H](CO)O.O
ZINC000150370152	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC	None	None	None
ZINC000257470252	CC(C)C[C@H](C)C[C@H](C)[C@@H]1CC[C@@H]2C3=CC=C4C[C@H](O)CC[C@]4(C)[C@@H]3CC[C@@]21C	C1CCC2=CC=C3[C@H]4CCC[C@H]4CC[C@H]3[C@H]2C1	C1CCC2=CC=C3[C@H]4CCC[C@H]4CC[C@H]3[C@H]2C1	C.C.CCC[C@@H](C)CC(C)C.O
ZINC000013352028	NCCS[C@@H]1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1	c1ccc(cc1)CO[C@@H]2Cc3ccccc3O[C@@H]2c4ccccc4	c1ccccc1.c1ccccc1.c1ccc2c(c1)CCCO2	C(CS)N.O.O.O.O.O.O.O.O
ZINC000257435005	C=C1CC[C@H]2C(C)(C)[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)CC[C@@]2(C)[C@@H]1CC/C(C)=C\CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O	C1CCO[C@H](C1)OC/C=C\CC[C@@H]2CCC[C@@H]3[C@H]2CC[C@@H](C3)O[C@@H]4CCCCO4	C1CCOCC1.C1CCOCC1.C1C[C@@H]2[C@@H](CCCC2)CC1	C.C.C.C.C.CO.CO.O.O.O.O.O.O
ZINC000070454249	C=C1[C@@H](O)CC[C@]2(C)[C@@H]1[C@H](OC(C)=O)[C@]1(C(C)(C)O)CC(=O)C(C)=C1[C@@H](OC(=O)c1ccccc1)[C@@H]2OC(C)=O	c1ccc(cc1)CO[C@H]2C[C@@H]3CCCC[C@H]3C[C@H]4C2=CCC4	c1ccccc1.C1CC[C@H]2C[C@@H]3CCC=C3CC[C@@H]2C1	C.C.C.CC(C)O.CC(=O)O.CC(=O)O.O.O.O
ZINC000040309318	COc1ccc([C@H]2CC(O)=Nc3c(C(=O)O)cn(-c4ccccc4)c32)c(OC)c1	c1ccc(cc1)[C@H]2CC=Nc3c2n(cc3)c4ccccc4	c1ccccc1.c1ccccc1.c1c[nH]c2c1N=CCC2	CO.CO.C(=O)O.O
ZINC000257612453	CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)CN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C(N)=O)C(C)C	c1ccc(cc1)CCNCCNC[C@@H]2CCCN2	c1ccccc1.C1CCNC1	CCSC.C[C@@H](C=O)NC(=O)CN.CC(C)[C@H](C(=O)N)NC=O.O.O
ZINC000095622151	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COC(=O)CCCCCCCCCCCCCC	None	None	None
ZINC000032821761	CCCCCCCCCCCCCCCC(=O)N[C@@H](CO[P@](=O)(O)OCC[N+](C)(C)C)[C@H](O)CCCCCCCCCCCCCCC	None	None	None
ZINC000100779975	CCCCCCCCCCCC[C@H](O)[C@@H]1CC[C@H]([C@@H]2CC[C@H]([C@@H](O)CCCCCC[C@@H](O)CCCC3=C[C@@H](C)OC3=O)O2)O1	C1C[C@@H](OC1)[C@@H]2CC[C@@H](O2)CCCCCCCCCCCC3=CCOC3	C1CCCO1.C1CCCO1.C1C=CCO1	C.CCCCCCCCCCCCCO.O.O.O
ZINC000001532704	CC(=O)N[C@@H](CCC(=O)O)C(=O)O	None	None	None
ZINC000085589056	N[C@H](CS[C@H](/C=C/C=C/C=C\C/C=C\CCCCC(=O)O)[C@@H](O)CCCC(=O)O)C(=O)O	None	None	None
ZINC000257414990	O=c1oc2c(O)c(O[C@H]3O[C@@H](CO[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)cc3c(=O)oc4c(O)c(O)cc1c4c23	c1cc2c-3c(c1)OCc4c3c(cc(c4)O[C@@H]5CCC[C@@H](O5)CO[C@H]6CCCCO6)OC2	c1cc2c-3c(c1)OCc4c3c(ccc4)OC2.C1CCOCC1.C1CCOCC1	CO.O.O.O.O.O.O.O.O.O.O.O
ZINC000002384779	CSCC[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	c1ccccc1	c1ccccc1	C[C@@H](C(=O)O)NC(=O)[C@H](CCSC)N.O
ZINC000100822520	OC[C@@H]1O[C@](CO)(OC[C@@H]2O[C@@](CO)(O[C@@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O	C1CCO[C@H](C1)O[C@H]2CC[C@@H](O2)CO[C@@H]3CCCO3	C1CCOCC1.C1CCOC1.C1CCOC1	CO.CO.CO.CO.O.O.O.O.O.O.O
ZINC000001541834	CC(C)C[C@H](N)C(=O)N[C@@H](CO)C(=O)O	None	None	None
ZINC000150370688	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000002674101	CCCCCCCOc1ccc(NC(=O)[C@H]2O[C@@H]3OC(C)(C)O[C@@H]3[C@H]3OC(C)(C)O[C@@H]23)cc1	c1ccc(cc1)NC[C@@H]2[C@H]3[C@@H]([C@@H]4[C@H](O2)OCO4)OCO3	c1ccccc1.C1[C@H]2[C@@H]([C@@H]3[C@H](O1)OCO3)OCO2	C.C.C.C.CCCCCCCO.O
ZINC000261499505	CC(C)=CCC[C@H](C)[C@@H]1CC[C@@H]2C3=C(CC[C@@]21C)[C@]1(C)CC[C@H](O)[C@@H](C=O)[C@H]1CC3	C1CC[C@@H]2[C@@H](C1)CCC3=C2CC[C@H]4[C@@H]3CCC4	C1CC[C@@H]2[C@@H](C1)CCC3=C2CC[C@H]4[C@@H]3CCC4	C.C.CCCCC=C(C)C.C=O.O
ZINC000100778257	C=C1C[C@@]23C[C@H]1CC[C@H]2[C@]12OC(=O)[C@](C)(C=C[C@H]1O)[C@@H]2[C@H]3C(=O)O	C1C[C@@H]2[C@]3(CC[C@H]1C3)C[C@@H]4[C@@]25CC=C[C@H]4CO5	C1C[C@@H]2[C@]3(CC[C@H]1C3)C[C@@H]4[C@@]25CC=C[C@H]4CO5	C.C.C(=O)O.O.O
ZINC000067910959	CCCC[C@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@@H](C[C@@H](C)CCCCCC[C@H](O)C[C@H](O)[C@@H](C)NC(C)=O)OC(=O)C[C@@H](CC(=O)O)C(=O)O	None	None	None
ZINC000015268477	CC(C)=CC[C@@H]1C(C)=CC[C@H]2C(=O)c3c(C=O)c(O)c(O)c(C(C)C)c3C(=O)[C@@]21C	c1ccc2c(c1)C[C@@H]3CC=CC[C@H]3C2	c1ccc2c(c1)C[C@@H]3CC=CC[C@H]3C2	C.C.CCC.CC=C(C)C.C=O.O.O.O.O
ZINC000095625951	CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](O)COC(=O)CCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000217709600	COc1ccc2c(c1OC)C(=O)O[C@H]2Nc1ccc(C(=O)NCCC(=O)O)cc1	c1ccc(cc1)N[C@H]2c3ccccc3CO2	c1ccccc1.c1ccc2c(c1)COC2	CO.CO.C(CNC=O)C(=O)O.O
ZINC000150377155	CCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC	None	None	None
